Date,dax
2010-10-19,6490.68994140625
2010-10-20,6524.5498046875
2010-10-21,6611.009765625
2010-10-22,6605.83984375
2010-10-25,6639.2099609375
2010-10-26,6613.7998046875
2010-10-27,6568.0
2010-10-28,6595.27978515625
2010-10-29,6601.3701171875
2010-11-01,6604.85986328125
2010-11-02,6654.31005859375
2010-11-03,6617.7998046875
2010-11-04,6734.68994140625
2010-11-05,6754.2001953125
2010-11-08,6750.5
2010-11-09,6787.81005859375
2010-11-10,6719.83984375
2010-11-11,6723.41015625
2010-11-12,6734.60986328125
2010-11-15,6790.169921875
2010-11-16,6663.240234375
2010-11-17,6700.06982421875
2010-11-18,6832.10986328125
2010-11-19,6843.5498046875
2010-11-22,6822.0498046875
2010-11-23,6705.0
2010-11-24,6823.7998046875
2010-11-25,6879.66015625
2010-11-26,6848.97998046875
2010-11-29,6697.97021484375
2010-11-30,6688.490234375
2010-12-01,6866.6298828125
2010-12-02,6957.60986328125
2010-12-03,6947.72021484375
2010-12-06,6954.3798828125
2010-12-07,7001.91015625
2010-12-08,6975.8701171875
2010-12-09,6964.16015625
2010-12-10,7006.169921875
2010-12-13,7029.39013671875
2010-12-14,7027.39990234375
2010-12-15,7016.3701171875
2010-12-16,7024.39990234375
2010-12-17,6982.4501953125
2010-12-20,7018.60009765625
2010-12-21,7077.990234375
2010-12-22,7067.919921875
2010-12-23,7057.68994140625
2010-12-27,6970.72998046875
2010-12-28,6972.10009765625
2010-12-29,6995.47021484375
2010-12-30,6914.18994140625
2011-01-03,6989.740234375
2011-01-04,6975.35009765625
2011-01-05,6939.81982421875
2011-01-06,6981.39013671875
2011-01-07,6947.83984375
2011-01-10,6857.06005859375
2011-01-11,6941.56982421875
2011-01-12,7068.77978515625
2011-01-13,7075.10986328125
2011-01-14,7075.7001953125
2011-01-17,7078.06005859375
2011-01-18,7143.4501953125
2011-01-19,7082.759765625
2011-01-20,7024.27001953125
2011-01-21,7062.419921875
2011-01-24,7067.77001953125
2011-01-25,7059.009765625
2011-01-26,7127.35009765625
2011-01-27,7155.580078125
2011-01-28,7102.7998046875
2011-01-31,7077.47998046875
2011-02-01,7184.27001953125
2011-02-02,7183.669921875
2011-02-03,7193.68017578125
2011-02-04,7216.2099609375
2011-02-07,7283.6201171875
2011-02-08,7323.240234375
2011-02-09,7320.89990234375
2011-02-10,7340.27978515625
2011-02-11,7371.2001953125
2011-02-14,7396.6298828125
2011-02-15,7400.0400390625
2011-02-16,7414.2998046875
2011-02-17,7405.509765625
2011-02-18,7426.81005859375
2011-02-21,7321.81005859375
2011-02-22,7318.35009765625
2011-02-23,7194.60009765625
2011-02-24,7130.5
2011-02-25,7185.169921875
2011-02-28,7272.31982421875
2011-03-01,7223.2998046875
2011-03-02,7181.1201171875
2011-03-03,7225.9599609375
2011-03-04,7178.89990234375
2011-03-07,7161.93017578125
2011-03-08,7164.75
2011-03-09,7131.7998046875
2011-03-10,7063.08984375
2011-03-11,6981.490234375
2011-03-14,6866.6298828125
2011-03-15,6647.66015625
2011-03-16,6513.83984375
2011-03-17,6656.8798828125
2011-03-18,6664.39990234375
2011-03-21,6816.1201171875
2011-03-22,6780.97021484375
2011-03-23,6804.4501953125
2011-03-24,6933.580078125
2011-03-25,6946.35986328125
2011-03-28,6938.6298828125
2011-03-29,6934.43994140625
2011-03-30,7057.14990234375
2011-03-31,7041.31005859375
2011-04-01,7179.81005859375
2011-04-04,7175.330078125
2011-04-05,7175.31005859375
2011-04-06,7215.10986328125
2011-04-07,7178.77978515625
2011-04-08,7217.02001953125
2011-04-11,7204.85986328125
2011-04-12,7102.91015625
2011-04-13,7177.97021484375
2011-04-14,7146.56005859375
2011-04-15,7178.2900390625
2011-04-18,7026.85009765625
2011-04-19,7039.31005859375
2011-04-20,7249.18994140625
2011-04-21,7295.490234375
2011-04-26,7356.509765625
2011-04-27,7404.9501953125
2011-04-28,7475.22021484375
2011-04-29,7514.4599609375
2011-05-02,7527.64013671875
2011-05-03,7500.7001953125
2011-05-04,7373.93017578125
2011-05-05,7376.9599609375
2011-05-06,7492.25
2011-05-09,7410.52001953125
2011-05-10,7501.52001953125
2011-05-11,7495.0498046875
2011-05-12,7443.9501953125
2011-05-13,7403.31005859375
2011-05-16,7387.5400390625
2011-05-17,7256.64990234375
2011-05-18,7303.52978515625
2011-05-19,7358.22998046875
2011-05-20,7266.81982421875
2011-05-23,7121.52001953125
2011-05-24,7150.66015625
2011-05-25,7170.93994140625
2011-05-26,7114.08984375
2011-05-27,7163.47021484375
2011-05-30,7160.2998046875
2011-05-31,7293.68994140625
2011-06-01,7217.43017578125
2011-06-02,7074.1201171875
2011-06-03,7109.02978515625
2011-06-06,7084.56982421875
2011-06-07,7103.25
2011-06-08,7060.22998046875
2011-06-09,7159.66015625
2011-06-10,7069.89990234375
2011-06-13,7085.14013671875
2011-06-14,7204.7900390625
2011-06-15,7115.080078125
2011-06-16,7110.2001953125
2011-06-17,7164.0498046875
2011-06-20,7150.2099609375
2011-06-21,7285.509765625
2011-06-22,7278.18994140625
2011-06-23,7149.43994140625
2011-06-24,7121.3798828125
2011-06-27,7107.89990234375
2011-06-28,7170.43017578125
2011-06-29,7294.14013671875
2011-06-30,7376.240234375
2011-07-01,7419.43994140625
2011-07-04,7442.9599609375
2011-07-05,7439.43994140625
2011-07-06,7431.18994140625
2011-07-07,7471.43994140625
2011-07-08,7402.72998046875
2011-07-11,7230.25
2011-07-12,7174.14013671875
2011-07-13,7267.8701171875
2011-07-14,7214.740234375
2011-07-15,7220.1201171875
2011-07-18,7107.919921875
2011-07-19,7192.669921875
2011-07-20,7221.35986328125
2011-07-21,7290.14013671875
2011-07-22,7326.39013671875
2011-07-25,7344.5400390625
2011-07-26,7349.4501953125
2011-07-27,7252.68017578125
2011-07-28,7190.06005859375
2011-07-29,7158.77001953125
2011-08-01,6953.97998046875
2011-08-02,6796.75
2011-08-03,6640.58984375
2011-08-04,6414.759765625
2011-08-05,6236.16015625
2011-08-08,5923.27001953125
2011-08-09,5917.080078125
2011-08-10,5613.419921875
2011-08-11,5797.66015625
2011-08-12,5997.740234375
2011-08-15,6022.240234375
2011-08-16,5994.89990234375
2011-08-17,5948.93994140625
2011-08-18,5602.7998046875
2011-08-19,5480.0
2011-08-22,5473.77978515625
2011-08-23,5532.3798828125
2011-08-24,5681.080078125
2011-08-25,5584.14013671875
2011-08-26,5537.47998046875
2011-08-29,5670.06982421875
2011-08-30,5643.919921875
2011-08-31,5784.85009765625
2011-09-01,5730.6298828125
2011-09-02,5538.330078125
2011-09-05,5246.18017578125
2011-09-06,5193.97021484375
2011-09-07,5405.52978515625
2011-09-08,5408.4599609375
2011-09-09,5189.93017578125
2011-09-12,5072.330078125
2011-09-13,5166.35986328125
2011-09-14,5340.18994140625
2011-09-15,5508.240234375
2011-09-16,5573.509765625
2011-09-19,5415.91015625
2011-09-20,5571.68017578125
2011-09-21,5433.7998046875
2011-09-22,5164.2099609375
2011-09-23,5196.56005859375
2011-09-26,5345.56005859375
2011-09-27,5628.43994140625
2011-09-28,5578.419921875
2011-09-29,5639.580078125
2011-09-30,5502.02001953125
2011-10-04,5216.7099609375
2011-10-05,5473.02978515625
2011-10-06,5645.25
2011-10-07,5675.7001953125
2011-10-10,5847.2900390625
2011-10-11,5865.009765625
2011-10-12,5994.47021484375
2011-10-13,5914.83984375
2011-10-14,5967.2001953125
2011-10-17,5859.43017578125
2011-10-18,5877.41015625
2011-10-19,5913.52978515625
2011-10-20,5766.47998046875
2011-10-21,5970.9599609375
2011-10-24,6055.27001953125
2011-10-25,6046.75
2011-10-26,6016.06982421875
2011-10-27,6337.83984375
2011-10-28,6346.18994140625
2011-10-31,6141.33984375
2011-11-01,5834.509765625
2011-11-02,5965.6298828125
2011-11-03,6133.18017578125
2011-11-04,5966.16015625
2011-11-07,5928.68017578125
2011-11-08,5961.43994140625
2011-11-09,5829.5400390625
2011-11-10,5867.81005859375
2011-11-11,6057.02978515625
2011-11-14,5985.02001953125
2011-11-15,5933.14013671875
2011-11-16,5913.35986328125
2011-11-17,5850.169921875
2011-11-18,5800.240234375
2011-11-21,5606.0
2011-11-22,5537.39013671875
2011-11-23,5457.77001953125
2011-11-24,5428.10986328125
2011-11-25,5492.8701171875
2011-11-28,5745.330078125
2011-11-29,5799.91015625
2011-11-30,6088.83984375
2011-12-01,6035.8798828125
2011-12-02,6080.68017578125
2011-12-05,6106.08984375
2011-12-06,6028.81982421875
2011-12-07,5994.72998046875
2011-12-08,5874.43994140625
2011-12-09,5986.7099609375
2011-12-12,5785.43017578125
2011-12-13,5774.259765625
2011-12-14,5675.14013671875
2011-12-15,5730.6201171875
2011-12-16,5701.77978515625
2011-12-19,5670.7099609375
2011-12-20,5847.02978515625
2011-12-21,5791.52978515625
2011-12-22,5852.18017578125
2011-12-23,5878.93017578125
2011-12-27,5889.759765625
2011-12-28,5771.27001953125
2011-12-29,5848.77978515625
2011-12-30,5898.35009765625
2012-01-02,6075.52001953125
2012-01-03,6166.56982421875
2012-01-04,6111.5498046875
2012-01-05,6095.990234375
2012-01-06,6057.919921875
2012-01-09,6017.22998046875
2012-01-10,6162.97998046875
2012-01-11,6152.33984375
2012-01-12,6179.2099609375
2012-01-13,6143.080078125
2012-01-16,6220.009765625
2012-01-17,6332.93017578125
2012-01-18,6354.56982421875
2012-01-19,6416.259765625
2012-01-20,6404.39013671875
2012-01-23,6436.6201171875
2012-01-24,6419.22021484375
2012-01-25,6421.85009765625
2012-01-26,6539.85009765625
2012-01-27,6511.97998046875
2012-01-30,6444.4501953125
2012-01-31,6458.91015625
2012-02-01,6616.64013671875
2012-02-02,6655.6298828125
2012-02-03,6766.669921875
2012-02-06,6764.830078125
2012-02-07,6754.2001953125
2012-02-08,6748.759765625
2012-02-09,6788.7998046875
2012-02-10,6692.9599609375
2012-02-13,6738.47021484375
2012-02-14,6728.18994140625
2012-02-15,6757.93994140625
2012-02-16,6751.9599609375
2012-02-17,6848.02978515625
2012-02-20,6948.25
2012-02-21,6908.18017578125
2012-02-22,6843.8701171875
2012-02-23,6809.4599609375
2012-02-24,6864.43017578125
2012-02-27,6849.60009765625
2012-02-28,6887.6298828125
2012-02-29,6856.080078125
2012-03-01,6941.77001953125
2012-03-02,6921.3701171875
2012-03-05,6866.4599609375
2012-03-06,6633.10986328125
2012-03-07,6671.10986328125
2012-03-08,6834.5400390625
2012-03-09,6880.2099609375
2012-03-12,6901.35009765625
2012-03-13,6995.91015625
2012-03-14,7079.419921875
2012-03-15,7144.4501953125
2012-03-16,7157.81982421875
2012-03-19,7154.22021484375
2012-03-20,7054.93994140625
2012-03-21,7071.31982421875
2012-03-22,6981.259765625
2012-03-23,6995.6201171875
2012-03-26,7079.22998046875
2012-03-27,7078.89990234375
2012-03-28,6998.7998046875
2012-03-29,6875.14990234375
2012-03-30,6946.830078125
2012-04-02,7056.64990234375
2012-04-03,6982.27978515625
2012-04-04,6784.06005859375
2012-04-05,6775.259765625
2012-04-10,6606.43017578125
2012-04-11,6674.72998046875
2012-04-12,6743.240234375
2012-04-13,6583.89990234375
2012-04-16,6625.18994140625
2012-04-17,6801.0
2012-04-18,6732.02978515625
2012-04-19,6671.22021484375
2012-04-20,6750.1201171875
2012-04-23,6523.0
2012-04-24,6590.41015625
2012-04-25,6704.5
2012-04-26,6739.89990234375
2012-04-27,6801.31982421875
2012-04-30,6761.18994140625
2012-05-02,6710.77001953125
2012-05-03,6694.43994140625
2012-05-04,6561.47021484375
2012-05-07,6569.47998046875
2012-05-08,6444.740234375
2012-05-09,6475.31005859375
2012-05-10,6518.0
2012-05-11,6579.93017578125
2012-05-14,6451.97021484375
2012-05-15,6401.06005859375
2012-05-16,6384.259765625
2012-05-17,6308.9599609375
2012-05-18,6271.22021484375
2012-05-21,6331.0400390625
2012-05-22,6435.60009765625
2012-05-23,6285.75
2012-05-24,6315.89013671875
2012-05-25,6339.93994140625
2012-05-28,6323.18994140625
2012-05-29,6396.83984375
2012-05-30,6280.7998046875
2012-05-31,6264.3798828125
2012-06-01,6050.2900390625
2012-06-04,5978.22998046875
2012-06-05,5969.39990234375
2012-06-06,6093.990234375
2012-06-07,6144.22021484375
2012-06-08,6130.81982421875
2012-06-11,6141.0498046875
2012-06-12,6161.240234375
2012-06-13,6152.490234375
2012-06-14,6138.60986328125
2012-06-15,6229.41015625
2012-06-18,6248.2001953125
2012-06-19,6363.35986328125
2012-06-20,6392.1298828125
2012-06-21,6343.1298828125
2012-06-22,6263.25
2012-06-25,6132.39013671875
2012-06-26,6136.68994140625
2012-06-27,6228.990234375
2012-06-28,6149.91015625
2012-06-29,6416.27978515625
2012-07-02,6496.080078125
2012-07-03,6578.2099609375
2012-07-04,6564.7998046875
2012-07-05,6535.56005859375
2012-07-06,6410.10986328125
2012-07-09,6387.56982421875
2012-07-10,6438.330078125
2012-07-11,6453.85009765625
2012-07-12,6419.35009765625
2012-07-13,6557.10009765625
2012-07-16,6565.72021484375
2012-07-17,6577.64013671875
2012-07-18,6684.419921875
2012-07-19,6758.39013671875
2012-07-20,6630.02001953125
2012-07-23,6419.330078125
2012-07-24,6390.41015625
2012-07-25,6406.52001953125
2012-07-26,6582.9599609375
2012-07-27,6689.39990234375
2012-07-30,6774.06005859375
2012-07-31,6772.259765625
2012-08-01,6754.4599609375
2012-08-02,6606.08984375
2012-08-03,6865.66015625
2012-08-06,6918.72021484375
2012-08-07,6967.9501953125
2012-08-08,6966.14990234375
2012-08-09,6964.990234375
2012-08-10,6944.56005859375
2012-08-13,6909.68017578125
2012-08-14,6974.39013671875
2012-08-15,6946.7998046875
2012-08-16,6996.2900390625
2012-08-17,7040.8798828125
2012-08-20,7033.68017578125
2012-08-21,7089.31982421875
2012-08-22,7017.75
2012-08-23,6949.56982421875
2012-08-24,6971.06982421875
2012-08-27,7047.4501953125
2012-08-28,7002.68017578125
2012-08-29,7010.56982421875
2012-08-30,6895.490234375
2012-08-31,6970.7900390625
2012-09-03,7014.830078125
2012-09-04,6932.580078125
2012-09-05,6964.68994140625
2012-09-06,7167.330078125
2012-09-07,7214.5
2012-09-10,7213.7001953125
2012-09-11,7310.10986328125
2012-09-12,7343.52978515625
2012-09-13,7310.31982421875
2012-09-14,7412.1298828125
2012-09-17,7403.68994140625
2012-09-18,7347.68994140625
2012-09-19,7390.759765625
2012-09-20,7389.490234375
2012-09-21,7451.6201171875
2012-09-24,7413.16015625
2012-09-25,7425.10986328125
2012-09-26,7276.509765625
2012-09-27,7290.02001953125
2012-09-28,7216.14990234375
2012-10-01,7326.72998046875
2012-10-02,7305.85986328125
2012-10-04,7305.2099609375
2012-10-05,7397.8701171875
2012-10-08,7291.2099609375
2012-10-09,7234.52978515625
2012-10-10,7205.22998046875
2012-10-11,7281.7001953125
2012-10-12,7232.490234375
2012-10-15,7261.25
2012-10-16,7376.27001953125
2012-10-17,7394.5498046875
2012-10-18,7437.22998046875
2012-10-19,7380.64013671875
2012-10-22,7328.0498046875
2012-10-23,7173.68994140625
2012-10-24,7192.85009765625
2012-10-25,7200.22998046875
2012-10-26,7231.85009765625
2012-10-29,7203.16015625
2012-10-30,7284.39990234375
2012-10-31,7260.6298828125
2012-11-01,7335.669921875
2012-11-02,7363.85009765625
2012-11-05,7326.47021484375
2012-11-06,7377.759765625
2012-11-07,7232.830078125
2012-11-08,7204.9599609375
2012-11-09,7163.5
2012-11-12,7168.759765625
2012-11-13,7169.1201171875
2012-11-14,7101.919921875
2012-11-15,7043.419921875
2012-11-16,6950.52978515625
2012-11-19,7123.83984375
2012-11-20,7172.990234375
2012-11-21,7184.7099609375
2012-11-22,7244.990234375
2012-11-23,7309.1298828125
2012-11-26,7292.02978515625
2012-11-27,7332.330078125
2012-11-28,7343.41015625
2012-11-29,7400.9599609375
2012-11-30,7405.5
2012-12-03,7435.2099609375
2012-12-04,7435.1201171875
2012-12-05,7454.5498046875
2012-12-06,7534.5400390625
2012-12-07,7517.7998046875
2012-12-10,7530.919921875
2012-12-11,7589.75
2012-12-12,7614.7900390625
2012-12-13,7581.97998046875
2012-12-14,7596.47021484375
2012-12-17,7604.93994140625
2012-12-18,7653.580078125
2012-12-19,7668.5
2012-12-20,7672.10009765625
2012-12-21,7636.22998046875
2012-12-27,7655.8798828125
2012-12-28,7612.39013671875
2013-01-02,7778.77978515625
2013-01-03,7756.43994140625
2013-01-04,7776.3701171875
2013-01-07,7732.66015625
2013-01-08,7695.830078125
2013-01-09,7720.47021484375
2013-01-10,7708.47021484375
2013-01-11,7715.52978515625
2013-01-14,7729.52001953125
2013-01-15,7675.91015625
2013-01-16,7691.1298828125
2013-01-17,7735.4599609375
2013-01-18,7702.22998046875
2013-01-21,7748.85986328125
2013-01-22,7696.2099609375
2013-01-23,7707.5400390625
2013-01-24,7748.1298828125
2013-01-25,7857.97021484375
2013-01-28,7833.0
2013-01-29,7848.56982421875
2013-01-30,7811.31005859375
2013-01-31,7776.0498046875
2013-02-01,7833.39013671875
2013-02-04,7638.22998046875
2013-02-05,7664.66015625
2013-02-06,7581.18017578125
2013-02-07,7590.85009765625
2013-02-08,7652.14013671875
2013-02-11,7633.740234375
2013-02-12,7660.18994140625
2013-02-13,7711.89013671875
2013-02-14,7631.18994140625
2013-02-15,7593.509765625
2013-02-18,7628.72998046875
2013-02-19,7752.4501953125
2013-02-20,7728.89990234375
2013-02-21,7583.56982421875
2013-02-22,7661.91015625
2013-02-25,7773.18994140625
2013-02-26,7597.10986328125
2013-02-27,7675.830078125
2013-02-28,7741.7001953125
2013-03-01,7708.16015625
2013-03-04,7691.68017578125
2013-03-05,7870.31005859375
2013-03-06,7919.330078125
2013-03-07,7939.77001953125
2013-03-08,7986.47021484375
2013-03-11,7984.2900390625
2013-03-12,7966.1201171875
2013-03-13,7970.91015625
2013-03-14,8058.3701171875
2013-03-15,8042.85009765625
2013-03-18,8010.7001953125
2013-03-19,7947.7900390625
2013-03-20,8001.97021484375
2013-03-21,7932.509765625
2013-03-22,7911.35009765625
2013-03-25,7870.89990234375
2013-03-26,7879.669921875
2013-03-27,7789.08984375
2013-03-28,7795.31005859375
2013-04-02,7943.8701171875
2013-04-03,7874.75
2013-04-04,7817.39013671875
2013-04-05,7658.75
2013-04-08,7662.64013671875
2013-04-09,7637.509765625
2013-04-10,7810.6298828125
2013-04-11,7871.6298828125
2013-04-12,7744.77001953125
2013-04-15,7712.6298828125
2013-04-16,7682.580078125
2013-04-17,7503.02978515625
2013-04-18,7473.72998046875
2013-04-19,7459.9599609375
2013-04-22,7478.10986328125
2013-04-23,7658.2099609375
2013-04-24,7759.02978515625
2013-04-25,7832.85986328125
2013-04-26,7814.759765625
2013-04-29,7873.5
2013-04-30,7913.7099609375
2013-05-02,7961.7099609375
2013-05-03,8122.2900390625
2013-05-06,8112.080078125
2013-05-07,8181.77978515625
2013-05-08,8249.7099609375
2013-05-09,8262.5498046875
2013-05-10,8278.58984375
2013-05-13,8279.2900390625
2013-05-14,8339.1103515625
2013-05-15,8362.419921875
2013-05-16,8369.8701171875
2013-05-17,8398.0
2013-05-20,8455.830078125
2013-05-21,8472.2001953125
2013-05-22,8530.8896484375
2013-05-23,8351.98046875
2013-05-24,8305.3203125
2013-05-27,8383.2998046875
2013-05-28,8480.8701171875
2013-05-29,8336.580078125
2013-05-30,8400.2001953125
2013-05-31,8348.83984375
2013-06-03,8285.7998046875
2013-06-04,8295.9599609375
2013-06-05,8196.1796875
2013-06-06,8098.81005859375
2013-06-07,8254.6796875
2013-06-10,8307.6904296875
2013-06-11,8222.4599609375
2013-06-12,8143.27001953125
2013-06-13,8095.39013671875
2013-06-14,8127.9599609375
2013-06-17,8215.73046875
2013-06-18,8229.509765625
2013-06-19,8197.080078125
2013-06-20,7928.47998046875
2013-06-21,7789.240234375
2013-06-24,7692.4501953125
2013-06-25,7811.2998046875
2013-06-26,7940.990234375
2013-06-27,7990.75
2013-06-28,7959.22021484375
2013-07-01,7983.919921875
2013-07-02,7910.77001953125
2013-07-03,7829.31982421875
2013-07-04,7994.31005859375
2013-07-05,7806.0
2013-07-08,7968.5400390625
2013-07-09,8057.75
2013-07-10,8066.47998046875
2013-07-11,8158.7998046875
2013-07-12,8212.76953125
2013-07-15,8234.8095703125
2013-07-16,8201.0498046875
2013-07-17,8254.7197265625
2013-07-18,8337.08984375
2013-07-19,8331.5703125
2013-07-22,8331.0595703125
2013-07-23,8314.23046875
2013-07-24,8379.1103515625
2013-07-25,8298.98046875
2013-07-26,8244.91015625
2013-07-29,8259.0302734375
2013-07-30,8271.01953125
2013-07-31,8275.9697265625
2013-08-01,8410.73046875
2013-08-02,8406.9404296875
2013-08-05,8398.3798828125
2013-08-06,8299.73046875
2013-08-07,8260.48046875
2013-08-08,8318.3203125
2013-08-09,8338.3095703125
2013-08-12,8359.25
2013-08-13,8415.759765625
2013-08-14,8438.1201171875
2013-08-15,8376.2900390625
2013-08-16,8391.9404296875
2013-08-19,8366.2900390625
2013-08-20,8300.0302734375
2013-08-21,8285.41015625
2013-08-22,8397.8896484375
2013-08-23,8416.990234375
2013-08-26,8435.150390625
2013-08-27,8242.5595703125
2013-08-28,8157.89990234375
2013-08-29,8194.5498046875
2013-08-30,8103.14990234375
2013-09-02,8243.8701171875
2013-09-03,8180.7099609375
2013-09-04,8195.919921875
2013-09-05,8234.98046875
2013-09-06,8275.669921875
2013-09-09,8276.3203125
2013-09-10,8446.5400390625
2013-09-11,8495.73046875
2013-09-12,8494.0
2013-09-13,8509.419921875
2013-09-16,8613.0
2013-09-17,8596.9501953125
2013-09-18,8636.0595703125
2013-09-19,8694.1796875
2013-09-20,8675.73046875
2013-09-23,8635.2900390625
2013-09-24,8664.599609375
2013-09-25,8665.6298828125
2013-09-26,8664.099609375
2013-09-27,8661.509765625
2013-09-30,8594.400390625
2013-10-01,8689.1396484375
2013-10-02,8629.419921875
